timestamp,plot_id,crop,soil_type,soil_moisture,temperature_c,pressure_hpa,rainfall_mm,et_mm_day,irrigation_mm,lora_received,class,status
2023-01-01 00:00:00,plot_04,Chilli,Clay Soil,0.14,29.1,9984.53,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 00:30:00,plot_04,Chilli,Clay Soil,0.14352962902312133,29.08,9984.36,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 01:00:00,plot_04,Chilli,Clay Soil,0.14380539206676946,29.06,9984.56,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 01:30:00,plot_04,Chilli,Clay Soil,0.14040144818852657,29.05,9984.39,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 02:00:00,plot_04,Chilli,Clay Soil,0.14480946638152098,29.03,9984.42,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 02:30:00,plot_04,Chilli,Clay Soil,0.15308040601514356,29.02,9984.59,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 03:00:00,plot_04,Chilli,Clay Soil,0.1413344279650798,29.0,9984.42,0.0,0.5,15.0,False,Very Dry,0
2023-01-01 03:30:00,plot_04,Chilli,Clay Soil,0.14,28.99,9984.27,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 04:00:00,plot_04,Chilli,Clay Soil,0.14469611037467653,28.97,9984.1,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 04:30:00,plot_04,Chilli,Clay Soil,0.14,28.96,9984.1,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 05:00:00,plot_04,Chilli,Clay Soil,0.15044738907681104,28.95,9984.3,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 05:30:00,plot_04,Chilli,Clay Soil,0.14084894222690456,28.94,9984.13,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 06:00:00,plot_04,Chilli,Clay Soil,0.14811983676015358,28.92,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 06:30:00,plot_04,Chilli,Clay Soil,0.14,28.91,9984.16,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 07:00:00,plot_04,Chilli,Clay Soil,0.15511196695824103,28.9,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 07:30:00,plot_04,Chilli,Clay Soil,0.14,28.89,9984.16,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 08:00:00,plot_04,Chilli,Clay Soil,0.14,28.88,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 08:30:00,plot_04,Chilli,Clay Soil,0.14847901454338286,28.87,9983.98,0.0,0.5,15.0,False,Very Dry,0
2023-01-01 09:00:00,plot_04,Chilli,Clay Soil,0.16332083422101956,28.86,9983.66,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 09:30:00,plot_04,Chilli,Clay Soil,0.14,28.85,9984.01,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 10:00:00,plot_04,Chilli,Clay Soil,0.14314799122297386,28.83,9983.69,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 10:30:00,plot_04,Chilli,Clay Soil,0.14,28.82,9983.34,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 11:00:00,plot_04,Chilli,Clay Soil,0.14451993607999927,28.81,9982.83,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 11:30:00,plot_04,Chilli,Clay Soil,0.14,28.8,9982.52,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 12:00:00,plot_04,Chilli,Clay Soil,0.14162475247914336,28.79,9982.52,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 12:30:00,plot_04,Chilli,Clay Soil,0.15216399044224566,28.79,9982.17,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 13:00:00,plot_04,Chilli,Clay Soil,0.14,28.78,9981.97,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 13:30:00,plot_04,Chilli,Clay Soil,0.14,28.77,9981.83,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 14:00:00,plot_04,Chilli,Clay Soil,0.1490336673216619,28.77,9982.0,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 14:30:00,plot_04,Chilli,Clay Soil,0.1515726776325102,28.76,9981.83,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 15:00:00,plot_04,Chilli,Clay Soil,0.14230404687483156,28.75,9981.48,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 15:30:00,plot_04,Chilli,Clay Soil,0.14,28.75,9981.66,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 16:00:00,plot_04,Chilli,Clay Soil,0.14,28.74,9981.68,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 16:30:00,plot_04,Chilli,Clay Soil,0.14,28.74,9982.02,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 17:00:00,plot_04,Chilli,Clay Soil,0.2066598922488096,28.73,9982.02,0.0,0.5,0.0,True,Dry,0
2023-01-01 17:30:00,plot_04,Chilli,Clay Soil,0.24695405972767231,28.73,9982.02,0.0,0.5,0.0,True,Dry,0
2023-01-01 18:00:00,plot_04,Chilli,Clay Soil,0.2804022396562302,28.82,9981.97,0.0,0.5,0.0,True,Wet,1
2023-01-01 18:30:00,plot_04,Chilli,Clay Soil,0.3136427868437805,29.08,9982.14,0.0,0.5,0.0,True,Wet,1
2023-01-01 19:00:00,plot_04,Chilli,Clay Soil,0.3136427868437805,29.4,9983.11,0.0,0.5,0.0,False,Very Wet,1
2023-01-01 19:30:00,plot_04,Chilli,Clay Soil,0.3136427868437805,29.7,9983.69,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 20:00:00,plot_04,Chilli,Clay Soil,0.3136427868437805,29.92,9983.96,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 20:30:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.09,9984.13,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 21:00:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.21,9984.14,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 21:30:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.3,9984.55,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 22:00:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.36,9984.66,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 22:30:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.4,9984.95,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 23:00:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.42,9984.91,0.0,0.5,0.0,True,Very Wet,1
2023-01-01 23:30:00,plot_04,Chilli,Clay Soil,0.3136427868437805,30.43,9984.56,0.0,0.5,0.0,True,Very Wet,1
2023-01-02 00:00:00,plot_04,Chilli,Clay Soil,0.31321232212769473,30.43,9984.73,0.0,0.5,0.0,True,Very Wet,1
2023-01-02 00:30:00,plot_04,Chilli,Clay Soil,0.31321232212769473,30.43,9984.4,0.0,0.5,0.0,True,Very Wet,1
2023-01-02 01:00:00,plot_04,Chilli,Clay Soil,0.31321232212769473,30.41,9984.23,0.0,0.5,0.0,True,Very Wet,1
2023-01-02 01:30:00,plot_04,Chilli,Clay Soil,0.31321232212769473,30.39,9984.61,0.0,0.5,0.0,True,Very Wet,1
2023-01-02 02:00:00,plot_04,Chilli,Clay Soil,0.31321232212769473,30.37,9984.83,0.0,0.5,0.0,True,Very Wet,1
2023-01-02 02:30:00,plot_04,Chilli,Clay Soil,0.31321232212769473,30.34,9984.84,0.0,0.5,0.0,True,Very Wet,1
