timestamp,plot_id,crop,soil_type,soil_moisture,temperature_c,pressure_hpa,rainfall_mm,et_mm_day,irrigation_mm,lora_received,class,status
2023-01-01 00:00:00,plot_02,Carrot,Sandy Soil,0.15015932595646675,29.1,9984.53,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 00:30:00,plot_02,Carrot,Sandy Soil,0.15,29.08,9984.36,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 01:00:00,plot_02,Carrot,Sandy Soil,0.15,29.06,9984.56,0.0,0.5,15.0,False,Very Dry,0
2023-01-01 01:30:00,plot_02,Carrot,Sandy Soil,0.15,29.05,9984.39,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 02:00:00,plot_02,Carrot,Sandy Soil,0.15,29.03,9984.42,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 02:30:00,plot_02,Carrot,Sandy Soil,0.15563421983525147,29.02,9984.59,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 03:00:00,plot_02,Carrot,Sandy Soil,0.15,29.0,9984.42,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 03:30:00,plot_02,Carrot,Sandy Soil,0.15,28.99,9984.27,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 04:00:00,plot_02,Carrot,Sandy Soil,0.15,28.97,9984.1,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 04:30:00,plot_02,Carrot,Sandy Soil,0.15,28.96,9984.1,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 05:00:00,plot_02,Carrot,Sandy Soil,0.16369705925711567,28.95,9984.3,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 05:30:00,plot_02,Carrot,Sandy Soil,0.15,28.94,9984.13,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 06:00:00,plot_02,Carrot,Sandy Soil,0.15,28.92,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 06:30:00,plot_02,Carrot,Sandy Soil,0.16122080905008562,28.91,9984.16,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 07:00:00,plot_02,Carrot,Sandy Soil,0.15,28.9,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 07:30:00,plot_02,Carrot,Sandy Soil,0.15,28.89,9984.16,0.0,0.5,15.0,True,Very Dry,0
