timestamp,plot_id,crop,soil_type,soil_moisture,temperature_c,pressure_hpa,rainfall_mm,et_mm_day,irrigation_mm,lora_received,class,status
2023-01-01 00:00:00,plot_01,Potato,Alluvial Soil,0.16,29.1,9984.53,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 00:30:00,plot_01,Potato,Alluvial Soil,0.16,29.08,9984.36,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 01:00:00,plot_01,Potato,Alluvial Soil,0.16,29.06,9984.56,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 01:30:00,plot_01,Potato,Alluvial Soil,0.16,29.05,9984.39,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 02:00:00,plot_01,Potato,Alluvial Soil,0.16,29.03,9984.42,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 02:30:00,plot_01,Potato,Alluvial Soil,0.16,29.02,9984.59,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 03:00:00,plot_01,Potato,Alluvial Soil,0.16,29.0,9984.42,0.0,0.5,15.0,False,Very Dry,0
2023-01-01 03:30:00,plot_01,Potato,Alluvial Soil,0.16,28.99,9984.27,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 04:00:00,plot_01,Potato,Alluvial Soil,0.16,28.97,9984.1,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 04:30:00,plot_01,Potato,Alluvial Soil,0.16,28.96,9984.1,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 05:00:00,plot_01,Potato,Alluvial Soil,0.16,28.95,9984.3,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 05:30:00,plot_01,Potato,Alluvial Soil,0.16,28.94,9984.13,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 06:00:00,plot_01,Potato,Alluvial Soil,0.16,28.92,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 06:30:00,plot_01,Potato,Alluvial Soil,0.16,28.91,9984.16,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 07:00:00,plot_01,Potato,Alluvial Soil,0.16,28.9,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 07:30:00,plot_01,Potato,Alluvial Soil,0.16,28.89,9984.16,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 08:00:00,plot_01,Potato,Alluvial Soil,0.16,28.88,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 08:30:00,plot_01,Potato,Alluvial Soil,0.16,28.87,9983.98,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 09:00:00,plot_01,Potato,Alluvial Soil,0.16,28.86,9983.66,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 09:30:00,plot_01,Potato,Alluvial Soil,0.16,28.85,9984.01,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 10:00:00,plot_01,Potato,Alluvial Soil,0.16,28.83,9983.69,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 10:30:00,plot_01,Potato,Alluvial Soil,0.16,28.82,9983.34,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 11:00:00,plot_01,Potato,Alluvial Soil,0.16,28.81,9982.83,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 11:30:00,plot_01,Potato,Alluvial Soil,0.16,28.8,9982.52,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 12:00:00,plot_01,Potato,Alluvial Soil,0.16,28.79,9982.52,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 12:30:00,plot_01,Potato,Alluvial Soil,0.16,28.79,9982.17,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 13:00:00,plot_01,Potato,Alluvial Soil,0.16,28.78,9981.97,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 13:30:00,plot_01,Potato,Alluvial Soil,0.16,28.77,9981.83,0.0,0.5,15.0,True,Very Dry,0
2023-01-01 14:00:00,plot_01,Potato,Alluvial Soil,0.16,28.77,9982.0,0.0,0.5,15.0,True,Very Dry,0
